preference_key,movie_title,star_cast,rating,year,place,vote,link
4,Relatos salvajes,"Damián Szifron (dir.), Darío Grandinetti, María Marull",8.067704594502082,2014,196,,/title/tt3011894/
1,Sherlock Jr,"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.066991051700638,1924,197,,/title/tt0015324/
2,Caballero sin espada,"Frank Capra (dir.), James Stewart, Jean Arthur",8.065636231715219,1939,198,,/title/tt0031679/
3,Mad Max: Furia en el camino,"George Miller (dir.), Tom Hardy, Charlize Theron",8.063746207716914,2015,199,,/title/tt1392190/
4,Mary and Max,"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.062260466491326,2009,200,,/title/tt0978762/
1,Cómo entrenar a tu dragón,"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.06152431842041,2010,201,,/title/tt0892769/
2,El séptimo sello,"Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand",8.061522774135566,1957,202,,/title/tt0050976/
3,"Monsters, Inc","Pete Docter (dir.), Billy Crystal, John Goodman",8.061033618119483,2001,203,,/title/tt0198781/
4,La sociedad de los poetas muertos,"Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.060974196545054,1989,204,,/title/tt0097165/
1,Tiburón,"Steven Spielberg (dir.), Roy Scheider, Robert Shaw",8.060154338845715,1975,205,,/title/tt0073195/
2,Room,"Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay",8.058849463156879,2015,206,,/title/tt3170832/
3,Identidad peligrosa,"Joel Coen (dir.), Jeff Bridges, John Goodman",8.057162174304004,1998,207,,/title/tt0118715/
4,Cuentos de Tokio,"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.055537752914022,1953,208,,/title/tt0046438/
1,La pasión de Juana de Arco,"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.05156678567325,1928,209,,/title/tt0019254/
2,Contra lo imposible,"James Mangold (dir.), Matt Damon, Christian Bale",8.050648708432929,2019,210,,/title/tt1950186/
3,Hotel Ruanda,"Terry George (dir.), Don Cheadle, Sophie Okonedo",8.047911551990346,2004,211,,/title/tt0395169/
4,Rocky,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.04674780981617,1976,212,,/title/tt0075148/
1,Ratatouille,"Brad Bird (dir.), Brad Garrett, Lou Romano",8.044022731538995,2007,213,,/title/tt0382932/
2,Pelotón,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.043670318635755,1986,214,,/title/tt0091763/
3,En primera plana,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.041165698129523,2015,215,,/title/tt1895587/
4,Logan Wolverine,"James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.040880725750162,2017,216,,/title/tt3315342/
1,Terminator,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.040167143629322,1984,217,,/title/tt0088247/
2,Cuenta conmigo,"Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.035904014061805,1986,218,,/title/tt0092005/
3,Rush: Pasión y gloria,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.034923193539758,2013,219,,/title/tt1979320/
4,Poder que mata,"Sidney Lumet (dir.), Faye Dunaway, William Holden",8.034062505581986,1976,220,,/title/tt0074958/
1,Antes del atardecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.032996790917588,2004,221,,/title/tt0381681/
2,Camino salvaje,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.030594346284014,2007,222,,/title/tt0758758/
3,El mago de Oz,"Victor Fleming (dir.), Judy Garland, Frank Morgan",8.03006632633831,1939,223,,/title/tt0032138/
4,Los mejores años de nuestras vidas,"William Wyler (dir.), Myrna Loy, Dana Andrews",8.0283903346466,1946,224,,/title/tt0036868/
1,El exorcista,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow",8.02660748687772,1973,225,,/title/tt0070047/
2,Hechizo del tiempo,"Harold Ramis (dir.), Bill Murray, Andie MacDowell",8.026386526824467,1993,226,,/title/tt0107048/
3,Los increíbles,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson",8.025064883387971,2004,227,,/title/tt0317705/
4,El odio,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.024566353863941,1995,228,,/title/tt0113247/
1,Ser o no ser,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.024482077470694,1942,229,,/title/tt0035446/
2,Piratas del Caribe: La maldición del Perla Negra,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush",8.023870264486229,2003,230,,/title/tt0325980/
3,La batalla de Argel,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.022314277558632,1966,231,,/title/tt0058946/
4,Las viñas de la ira,"John Ford (dir.), Henry Fonda, Jane Darwell",8.022161672615146,1940,232,,/title/tt0032551/
1,Siempre a tu lado,"Lasse Hallström (dir.), Richard Gere, Joan Allen",8.022049197346522,2009,233,,/title/tt1028532/
2,La canción del camino,"Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee",8.02192072461587,1955,234,,/title/tt0048473/
3,Jai Bhim,"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose",8.020516976317344,2021,235,,/title/tt15097216/
4,Babam ve Oglum,"Çagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan",8.020183000987782,2005,236,,/title/tt0476735/
1,Amores perros,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.019477682465167,2000,237,,/title/tt0245712/
2,"Rebeca, una mujer inolvidable","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.018444200702628,1940,238,,/title/tt0032976/
3,The Handmaiden,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo",8.018225504565699,2016,239,,/title/tt4016934/
4,La leyenda del indomable,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.017516284642694,1967,240,,/title/tt0061512/
1,La novicia rebelde,"Robert Wise (dir.), Julie Andrews, Christopher Plummer",8.013432193223062,1965,241,,/title/tt0059742/
2,Sucedió una noche,"Frank Capra (dir.), Clark Gable, Claudette Colbert",8.012736999912939,1934,242,,/title/tt0025316/
3,Los 400 golpes,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.01251794220197,1959,243,,/title/tt0053198/
4,Persona,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.010469582396473,1966,244,,/title/tt0060827/
1,La vida de Brian,"Terry Jones (dir.), Graham Chapman, John Cleese",8.008432382739107,1979,245,,/title/tt0079470/
2,El gigante de hierro,"Brad Bird (dir.), Eli Marienthal, Harry Connick Jr.",8.006197522276338,1999,246,,/title/tt0129167/
3,Historias cruzadas,"Tate Taylor (dir.), Viola Davis, Emma Stone",8.005911805491596,2011,247,,/title/tt1454029/
4,Aladdín,"Ron Clements (dir.), Scott Weinger, Robin Williams",8.003596372374014,1992,248,,/title/tt0103639/
1,Dersu Uzala,"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",8.00221740607074,1975,249,,/title/tt0071411/
2,Danza con lobos,"Kevin Costner (dir.), Kevin Costner, Mary McDonnell",8.001914476850454,1990,250,,/title/tt0099348/
